Name,v_r(km/s),v_r_std(km/s),v_phi(rad/s),v_phi_std(rad/s),v_x(km/s),v_x_std(km/s),v_y(km/s),v_y_std(km/s),v_z(km/s),v_z_std(km/s),j_r(kpc km s^-1),j_r_std(kpc km s^-1),j_phi(kpc s^(-1)),j_phi_std(kpc km s^(-1)),j_x(kpc km s^(-1)),j_x_std(kpc km s^(-1)),j_y(kpc km s^(-1)),j_y_std(kpc km s^(-1)),j_z(kpc km s^(-1)),j_z_std(kpc km s^(-1)),energy_mean(km^2 s^(-2)),energy_std(km^2 s^(-2)),rperi_mean(kpc),rperi_std(kpc),rapo_mean(kpc),rapo_std(kpc),zmax_mean(kpc),zmax_std(kpc),ecc_mean,ecc_std
BD+44_493,-42.37608646,0.77496974,-62.87672764,0.630453453,42.37094755,1.244814679,1.900970605,0.01207312,58.96539189,0.265063778,421.8429649,2.735975647,-520.4533945,5.217654852,-421.7918084,2.338936557,6.569431237,0.042730761,41.27145541,0.491800779,-178136.0505,9.276972541,1.316042206,0.015188338,8.528275785,0.007108032,1.269951384,0.006277539,0.732631449,0.002863345
BD-18_5550,58.71796119,0.77060172,-10.98930085,0.420304825,-58.70187392,1.241112023,58.71680574,0.018048563,-42.10698326,0.368490373,621.115783,2.43956418,-84.69949625,3.240083083,-620.9456126,2.208269737,14.5382937,0.057500051,16.91371622,0.347193139,-183853.634,28.21160414,0.201252407,0.028854531,8.079767771,0.027438084,4.066808257,0.103155586,0.95140258,0.006878292
BS16929-005,79.99961062,0.167428678,-110.7403605,1.062642746,-79.93099069,0.578172255,56.5240934,0.007098703,-28.02154996,0.969474586,254.5520724,3.92530875,-908.6006336,8.718314426,-254.3337295,2.799492014,10.54094736,0.162618519,155.6555016,1.958261047,-168015.7116,111.4510328,2.942138033,0.038132604,9.277311296,0.003401401,3.651230755,0.025657208,0.518465011,0.004692537
CS22185-007,109.6575983,1.218382609,17.95412953,0.250781334,-109.3746916,1.556986902,-85.58509369,0.087509453,29.26591367,1.081797485,797.1568485,2.308061139,179.3934969,2.513627918,-795.1002563,2.142973848,-57.22432375,0.166997699,175.8794377,4.846320199,-162406.5297,140.8464703,0.496474766,0.02154215,11.4677126,0.027627797,6.665723324,0.6813095,0.917013931,0.003407538
CS22189-009,-53.83434769,1.820954954,-105.2533066,0.222025322,53.78192004,1.906520357,-53.83168141,0.080349167,48.37399805,1.313882974,393.9208913,4.486848803,-1123.39913,2.333671583,-393.5372636,2.992695735,-17.38075708,0.198061229,189.8656709,2.985013613,-154289.0089,86.50654556,3.571858041,0.023009679,12.37634884,0.031100901,5.236935167,0.036064569,0.552067436,0.002846064
CS22873-128,-164.7012595,0.709101195,-99.69991771,0.97366328,163.2765219,1.180582524,-121.6545596,0.093894961,-103.800244,0.816452411,276.6845047,2.870363659,-609.1096727,5.967835946,-274.2910633,2.375256827,-36.3142853,0.377308049,291.3979814,3.534460138,-171216.4215,199.9066312,2.320118711,0.063992072,8.752202816,0.037232108,5.336125226,0.047335833,0.580957256,0.009445052
CS22874-123,-77.44703959,0.755880806,-44.59947715,0.626286886,77.30514801,1.227284514,44.821523,0.045796553,-43.38319742,0.517349015,474.2425757,3.013176346,-322.071972,4.527829659,-473.3737107,2.450365648,-28.69408478,0.182894423,25.17585198,0.473827835,-184370.5038,33.70814082,0.78501548,0.023839013,7.783293552,0.031039716,3.246939654,0.381564465,0.816762274,0.005564629
CS22877-001,-32.25272104,0.504125276,71.41570745,0.923715387,31.96590477,0.99518746,-24.0366389,0.067117073,13.92420809,0.835750202,342.8773319,3.367896008,523.0046597,6.76181276,-339.8282,2.572262541,-45.62519709,0.448748432,53.75025563,0.499372444,-183006.149,70.33828386,1.532593691,0.020606155,7.604623179,0.005283758,2.716183558,0.009427549,0.664546276,0.003784098
CS22882-012,131.0242943,0.794542284,-10.29561803,0.703271157,-131.0211658,1.260558877,100.2165999,0.00609738,-21.64421233,0.988436114,765.6811479,3.628107956,-82.45878486,5.63584859,-765.6628652,2.693672105,5.291203395,0.029473762,41.36333568,0.18755077,-173091.0706,105.4370118,0.218452924,0.066564942,9.847976065,0.049098104,4.617681355,0.137029731,0.956635098,0.013038434
CS22885-096,156.3776103,1.033874211,-80.20247195,1.306355088,-156.3506986,1.437719303,155.7183069,0.019327813,202.4072528,0.894795224,64.13125537,2.238487491,-353.7909141,5.780805086,-64.12021878,2.115522204,1.189730403,0.041538812,939.6514479,7.079492575,-166525.5683,232.3357538,4.355798221,0.011615091,8.118142877,0.057106182,7.72197279,0.052107599,0.301602255,0.003677451
CS22888-031,207.3489095,0.484043602,-52.36550211,0.175453742,-207.347116,0.983905715,-178.9834636,0.002052924,45.02853852,0.940052219,780.6683574,1.221744031,-407.3553288,1.368983511,-780.661605,1.563152517,3.246977449,0.00530176,72.51803237,2.040022696,-161126.352,135.2014326,0.932353742,0.01970127,12.10627919,0.03214496,4.307855816,0.103326242,0.856989385,0.002828027
CS22891-200,-252.7661397,1.345968901,-43.42812596,2.008850493,211.4010055,1.373891478,-133.0153277,0.745099598,66.62037557,1.584347614,634.5531776,2.168156704,-175.2861657,8.115563274,-530.708662,1.74993306,-347.8591015,1.216727027,251.4550055,2.841637483,-167058.2046,303.14609,0.623874609,0.029537267,10.35333504,0.063138384,7.21974597,0.054380424,0.886346983,0.005005057
CS22896-110,-29.48206749,0.855239954,65.50655151,1.83745718,27.01478561,1.198412977,-13.2703234,0.342689074,69.0622721,1.121376976,137.5134219,3.273098021,226.7901595,6.366113291,-126.0052611,2.344553884,-55.06915556,1.31187361,217.9546486,1.855692774,-202195.6595,172.831302,0.860365465,0.052292604,4.694632454,0.002497518,3.04768043,0.013504294,0.690380925,0.015289615
CS22897-008,-160.7308296,0.46437154,50.7567471,1.494713313,149.8122844,0.898383278,-75.8233786,0.172962487,-89.7864944,1.491333039,210.6224158,2.154072769,265.8749394,7.827164447,-196.3147041,1.93471825,-76.30423178,0.782150523,579.9377017,10.8391779,-175857.7258,168.0297677,2.116793954,0.028888093,7.582004223,0.017004988,6.964860063,0.041125056,0.563510967,0.004043731
CS22949-048,78.80061515,1.488319408,-68.12974407,0.612581983,-76.40707176,1.672889869,65.67517231,0.364127343,94.3265054,1.091292397,216.6697477,1.899093942,-535.6771148,4.816550822,-210.0884737,1.889705507,52.99634202,0.465052716,543.8358343,9.884950471,-167371.614,149.1111279,2.889088442,0.028728234,9.007078056,0.016831296,7.315034804,0.06396572,0.514293014,0.003151987
CS22950-046,202.4869533,3.335076132,-147.8490683,1.567396476,-59.53545358,0.77661001,39.07895844,3.188055295,-121.4147317,1.338540663,551.7404565,19.716164,-631.5214052,6.688683062,-162.2233818,1.898843583,527.3527191,18.84518127,355.1405407,0.551661105,-155378.7642,668.5311082,2.025631801,0.044663598,12.82429618,0.205683167,8.57811429,0.135516399,0.727100015,0.008569808
CS22953-037,293.5808034,0.364045962,-268.3268333,0.447902508,-293.2187929,0.852230922,282.2010253,0.019311396,98.58023995,0.760536894,2312.57878,17.47360778,-2132.690498,3.562628051,-2309.72717,5.904328068,-114.8085754,0.869135786,181.1106794,2.063116649,-100201.172,258.6302124,4.925528779,0.030425833,41.64295761,0.249555135,17.80613674,0.046450254,0.788455241,0.001672011
CS22956-050,-45.16421824,0.517688233,-108.5419794,1.601189287,40.51668592,0.912854642,44.6085023,0.229182451,120.4327088,1.543171633,167.5385388,3.811657047,-566.2437264,8.35809019,-150.2983251,2.477055401,-74.02413071,1.684960188,376.5229753,3.405819572,-175030.1585,140.947718,2.640881443,0.084197127,7.835511889,0.051977158,5.421345577,0.035821425,0.495891368,0.014258289
CS22958-083,-213.862581,1.224468007,-125.4270395,0.543306345,208.1207278,1.522902863,-50.14296601,0.282826519,-138.1167062,0.739703438,392.5323676,6.915138919,-1010.181615,4.375824319,-381.9935291,3.619076361,-90.34711583,1.592217017,1011.25336,8.168826863,-137222.5263,236.6736477,5.876351943,0.032403083,16.7180937,0.108218015,14.17526567,0.116618485,0.479830336,0.003674943
CS22960-048,-38.33528576,1.208356566,64.70431029,1.020789275,38.25938034,1.551499997,-36.60423083,0.076018872,164.1965806,1.098972735,224.6432165,1.681325261,362.7641109,5.718240192,-224.1984138,1.830122309,-14.12961043,0.106137643,548.3798506,5.452051849,-172484.3834,254.7994246,2.187565286,0.027144901,8.260354261,0.040907571,7.127269287,0.032434433,0.581256523,0.003151888
CS22964-183,-75.27819392,0.844157514,42.90710575,0.590391721,75.27801588,1.299348699,66.22081104,0.00183797,-69.96136663,0.588357046,393.7978553,1.432521689,288.0127397,3.953152614,-393.7969239,1.692639899,-0.856473119,0.003147826,92.19834444,1.517128219,-186382.8087,97.24043776,0.743327947,0.037976503,7.319768701,0.187334942,3.329546359,0.078011551,0.815411626,0.01236222
CS22964-214,11.34522415,0.941468872,116.5327637,0.346755371,-11.3452049,1.372199459,-3.2858654,0.001734337,-128.1012379,0.59029941,107.2264336,1.246161059,866.9376237,2.560966534,-107.2262517,1.578706325,0.197524915,0.002297591,247.9440029,3.109209513,-173076.6955,61.14316485,3.533111849,0.017162763,7.661428356,0.002264461,4.079953504,0.027107104,0.368782461,0.002206609
CS22965-054,251.6075727,0.644333269,-20.4487602,0.626954255,-249.9603451,1.127763882,-251.5060544,0.07509115,96.19782124,0.653570863,980.0685326,3.072621835,-155.8285787,4.778060925,-973.6522074,2.462739896,111.9629587,0.355748852,352.1493854,5.909660369,-149232.092,193.956266,0.5264932,0.091061115,15.01730975,0.108347738,12.47729815,0.315485263,0.932279075,0.011533222
CS29493-050,-121.0274195,0.669559272,94.89046692,0.388944656,120.9833801,1.156781815,-72.53763431,0.018135866,127.1123161,0.792502726,333.6310192,3.071121335,712.1037529,2.908057868,-333.5096176,2.477453011,8.999551908,0.082966245,230.6007452,3.722437549,-167039.7125,104.7954246,2.363849051,0.025577848,9.709204845,0.016546301,4.986859174,0.039578282,0.608416109,0.003364831
CS29502-092,-143.2764045,0.5626144,127.280956,0.645042828,142.4504953,1.054653573,-143.121842,0.060753423,-177.2592431,0.733463238,199.5135619,1.867815605,983.6288158,4.983179436,-198.3634767,1.92163702,21.39140939,0.200515677,681.5348546,6.758476917,-150937.2163,130.4540479,5.170397854,0.008056835,12.02628486,0.040817101,9.321456375,0.059810629,0.398672088,0.001431279
CS29504-006,-3.562586427,0.354583149,-302.2614264,0.218747182,3.561404035,0.841840629,2.208213578,0.009134811,87.22008774,0.969106348,249.2622291,3.347662974,-2464.180668,1.783811086,-249.1795011,2.586674013,-6.421454,0.086291958,101.4440527,1.764549303,-132847.3766,149.6469113,8.149308968,0.003248703,17.15795229,0.072588789,4.124636045,0.05732485,0.355965347,0.001901251
CS29514-007,194.5109932,0.442377953,324.7353184,0.241384003,-194.5109859,0.940614607,-177.6437853,0.000123469,-8.185155854,0.922853849,1356.711335,6.697706656,2662.971143,1.989363025,-1356.711284,3.659974358,-0.372718921,0.001846275,36.86525965,0.315114191,-110033.7679,114.4948038,6.544064064,0.009998048,32.23812363,0.089312659,3.927829571,0.051407237,0.662520413,0.000927731
CS29527-015,200.9312211,0.435509525,71.86108696,0.244491413,-200.8818279,0.933054593,77.42087069,0.009873363,-93.96146881,0.948910587,786.6512812,2.575455391,583.5863443,1.985544091,-786.4579055,2.269003904,17.4413619,0.0576691,101.8159516,2.481027902,-155082.6357,119.9961144,1.400781379,0.09385401,13.30053781,0.030484126,4.301617088,0.06851519,0.809500186,0.011109042
CS30314-067,-323.1762111,1.936083292,-124.125685,1.648331718,311.1672349,1.894889833,-323.0026467,0.53331255,139.7512149,1.453997391,1341.651908,25.00876093,-386.3350268,5.094248154,-1291.797168,6.810602949,362.339224,6.768151065,784.2559051,7.176254968,-127712.1446,590.5437003,1.76575932,0.033318193,23.29807241,0.294680568,19.86734407,0.342942269,0.859083579,0.002928365
CS30492-110,39.11164035,1.580788708,-215.1118429,1.656865842,-38.98764922,1.772445681,-38.96285153,0.125807388,-90.11063084,1.537522335,73.64980263,4.95866243,-912.4713961,6.917631514,-73.41631913,3.139195004,5.859819145,0.394566593,428.6836333,2.389810308,-166054.1216,539.2242962,4.571580539,0.007124979,8.395317001,0.135078175,5.599424391,0.081186187,0.294810407,0.006938928
HD126587,-125.6464547,0.660648966,-50.83369053,0.463773269,125.5789633,1.1488598,67.61319159,0.021733883,-5.836686396,0.551987623,570.8982019,2.923593966,-390.5977637,3.563958665,-570.5915424,2.416797061,-18.7095874,0.096199608,4.126803099,0.009049351,-177270.542,61.43914181,0.894334706,0.009269083,8.968238277,0.01224582,0.626723476,0.001637412,0.818640497,0.00189292
HD237846,-196.9578308,0.708997947,-133.1013095,0.39701688,196.8809771,1.190331676,180.1297025,0.019943448,-200.5798382,0.736753577,737.9980179,7.894895317,-1152.584248,3.435196423,-737.7100481,3.972086432,20.61454088,0.220704325,699.1878548,5.957564393,-131371.4681,254.5049087,4.729274416,0.017021402,20.14993246,0.120729261,15.15024241,0.131600725,0.619813658,0.001975182
HE0015+0048,-155.8748024,1.781606766,-109.1666532,0.469153891,151.8949327,1.839453857,110.6262519,0.400242216,-56.2249162,1.081287244,329.2094495,4.729191194,-972.8320975,4.175240075,-320.8039171,2.996931504,73.91689647,1.062209109,475.3287686,8.490047061,-152125.2108,331.0373089,3.523686914,0.073724496,12.99634469,0.121637297,8.453940992,0.111330475,0.573384463,0.009553794
HE0055-2314,-131.3857385,1.444142477,-62.42699453,0.585056816,131.3800049,1.699421336,-51.75136284,0.013953872,56.08684847,1.097035691,584.9657755,5.682459672,-513.2351571,4.79378277,-584.9402479,3.371042492,5.464848215,0.055405488,62.85648074,1.285479912,-168311.1871,176.9480836,1.479541419,0.014610757,10.27030274,0.040416227,2.984211178,0.023389948,0.748155447,0.002807694
HE0057-5959,-145.4339141,1.6376317,131.3725579,0.97665548,140.6625887,1.750671746,79.01066686,0.432550782,-200.2535928,1.089451585,126.8995497,5.340776416,953.061543,6.945165477,-122.7362908,3.16115846,-32.23797801,1.360716702,1221.200729,5.149317777,-141610.2751,305.6861395,7.538495526,0.023515113,13.60387899,0.129932257,12.07991027,0.10793701,0.286856365,0.004958505
HE0102-1213,-283.6343412,0.473860655,-21.06217151,0.225083803,283.5367935,0.973174984,227.1933703,0.012944114,-186.0541975,0.950332151,1171.358762,5.992385178,-175.8792493,1.878196242,-1170.955908,3.46071211,30.71826352,0.15785782,1556.874938,7.491071299,-122993.6399,187.7867846,3.865662408,0.053209387,24.99126997,0.098401495,24.80513752,0.103904009,0.732086136,0.003060737
