Name,v_r(km/s),v_r_std(km/s),v_phi(rad/s),v_phi_std(rad/s),v_x(km/s),v_x_std(km/s),v_y(km/s),v_y_std(km/s),v_z(km/s),v_z_std(km/s),j_r(kpc km s^-1),j_r_std(kpc km s^-1),j_phi(kpc s^(-1)),j_phi_std(kpc km s^(-1)),j_x(kpc km s^(-1)),j_x_std(kpc km s^(-1)),j_y(kpc km s^(-1)),j_y_std(kpc km s^(-1)),j_z(kpc km s^(-1)),j_z_std(kpc km s^(-1)),energy_mean(km^2 s^(-2)),energy_std(km^2 s^(-2)),rperi_mean(kpc),rperi_std(kpc),rapo_mean(kpc),rapo_std(kpc),zmax_mean(kpc),zmax_std(kpc),ecc_mean,ecc_std
HE0012-1441,75.51988262,2.295611941,-58.05040301,0.827539562,-75.29715043,2.136395011,-75.33986066,0.176931335,-54.70640364,0.891920246,481.1450145,3.48216154,-471.4435556,6.717753445,-479.7259645,2.631229356,36.92577726,0.286727175,99.78952132,1.465866915,-173383.7017,213.6414149,1.361870462,0.018909386,9.329517584,0.034828981,3.066358767,0.034852509,0.745246939,0.002748617
HE0015+0048,-155.8748024,1.781606766,-109.1666532,0.469153891,151.8949327,1.839453857,110.6262519,0.400242216,-56.2249162,1.081287244,329.2094495,4.729191194,-972.8320975,4.175240075,-320.8039171,2.996931504,73.91689647,1.062209109,475.3287686,8.490047061,-152125.2108,331.0373089,3.523686914,0.073724496,12.99634469,0.121637297,8.453940992,0.111330475,0.573384463,0.009553794
HE0017-4346,117.2717222,1.200502898,-160.091962,0.435672353,-117.1872283,1.548401602,-15.11675217,0.047624166,-70.63081352,1.110673874,241.3065733,3.187053187,-1240.947822,3.456196288,-241.1327127,2.522880477,-9.158402654,0.124275414,81.92322751,1.553802613,-161416.6718,211.4517969,3.949278326,0.009985194,10.34782187,0.052655514,2.649151549,0.036806992,0.447534445,0.002316828
HE0024-2523,-331.4423392,0.49668931,24.12240468,0.19411949,331.4170006,0.996607616,280.7352388,0.006440749,187.7819357,1.100494944,2428.690911,13.68531782,194.0735067,1.561246438,-2428.505239,5.231295335,30.0307824,0.169815247,660.3311225,10.98529179,-109528.6652,265.6507355,0.801097028,0.199514631,34.86230694,0.173966057,32.63540604,0.278719144,0.955143554,0.01082585
HE0055-2314,-131.3857385,1.444142477,-62.42699453,0.585056816,131.3800049,1.699421336,-51.75136284,0.013953872,56.08684847,1.097035691,584.9657755,5.682459672,-513.2351571,4.79378277,-584.9402479,3.371042492,5.464848215,0.055405488,62.85648074,1.285479912,-168311.1871,176.9480836,1.479541419,0.014610757,10.27030274,0.040416227,2.984211178,0.023389948,0.748155447,0.002807694
HE0057-5959,-145.4339141,1.6376317,131.3725579,0.97665548,140.6625887,1.750671746,79.01066686,0.432550782,-200.2535928,1.089451585,126.8995497,5.340776416,953.061543,6.945165477,-122.7362908,3.16115846,-32.23797801,1.360716702,1221.200729,5.149317777,-141610.2751,305.6861395,7.538495526,0.023515113,13.60387899,0.129932257,12.07991027,0.10793701,0.286856365,0.004958505
HE0058-0244,-37.4104148,0.486045811,-18.29127119,0.289849657,37.38189725,0.985195493,-19.81749952,0.018984383,-7.683865586,0.812738593,644.8876576,1.622416409,-153.4563137,2.431362831,-644.3960667,1.799968854,25.17538481,0.064214733,18.71875346,0.232477386,-180029.2461,15.18077788,0.342781572,0.014708474,8.651747742,0.021246847,4.088531747,0.059485369,0.923780533,0.003257432
HE0058-3449,-161.8007621,1.683649385,289.2397524,0.485965044,161.3949909,1.830418199,-34.23964794,0.119292694,115.2339777,1.054734999,1177.580817,24.47646429,2303.429115,3.862423155,-1174.627628,6.979091063,-83.34575753,1.732842939,368.5271212,0.739002376,-112612.1454,428.9924813,6.563332534,0.072436871,30.28137753,0.282473981,14.52172057,0.143583097,0.643723822,0.003240201
HE0102-1213,-283.6343412,0.473860655,-21.06217151,0.225083803,283.5367935,0.973174984,227.1933703,0.012944114,-186.0541975,0.950332151,1171.358762,5.992385178,-175.8792493,1.878196242,-1170.955908,3.46071211,30.71826352,0.15785782,1556.874938,7.491071299,-122993.6399,187.7867846,3.865662408,0.053209387,24.99126997,0.098401495,24.80513752,0.103904009,0.732086136,0.003060737
HE0107-5240,-53.21585169,2.347504026,-66.99279719,1.400489821,48.80684152,1.987278859,-45.32758185,0.935635845,29.91793672,1.119971114,413.958157,7.662783871,-487.4952487,10.19203922,-379.6611258,3.590587667,-164.9811465,3.054871264,368.2026785,0.610763024,-164474.3543,79.12103798,1.660898519,0.050663617,10.56934805,0.05106172,7.27030448,0.044732009,0.72841214,0.007561634
HE0131-3953,-123.0609201,1.31113538,-20.47619872,0.759804157,122.9182577,1.617465677,122.869067,0.065724224,-2.706303156,0.868296081,709.1400798,4.780703246,-166.4201171,6.174438654,-708.3179858,3.088571957,-34.13608841,0.253229081,43.91932283,0.633156245,-173683.7415,156.1776497,0.360098459,0.021198478,9.730490522,0.035168083,4.412791443,0.062757774,0.928626875,0.004193756
HE0132-2429,-5.129732232,1.392937748,-171.6244346,0.224575136,5.128111289,1.668566798,4.709406924,0.035014611,-285.7965977,1.009580224,666.3179927,11.34511995,-1498.91847,1.956410564,-666.1074431,4.761922138,-16.74937612,0.285269066,1465.910771,9.218274197,-117276.0512,275.4166328,8.637963715,0.01899322,25.68628923,0.186155789,21.97581074,0.179949152,0.496669821,0.002948562
HE0134-1519,209.2043456,0.927822927,25.51217591,0.173616756,-209.1694551,1.36199374,77.48833095,0.017014454,-202.6383791,0.893272286,1123.246588,8.941536753,224.457354,1.533064205,-1123.059256,4.228133045,20.51352934,0.163506077,892.4854012,10.15287113,-132756.5437,259.9450899,2.101872478,0.044063237,20.70565561,0.116240762,19.94002007,0.12671479,0.815689895,0.003503831
HE0134-2504,-22.67077991,1.535418033,-74.28400339,0.276114927,22.66086672,1.751613856,-20.34855083,0.045402163,8.593839955,1.032232635,401.069006,1.756469797,-649.6924405,2.408167805,-400.8936316,1.873464199,-11.85932739,0.052192788,138.8081584,0.104460632,-169617.3184,21.89098487,1.826829803,0.009905489,9.545129194,0.007700155,3.680939009,0.006034569,0.678713771,0.001637542
HE0139-2826,-161.7243511,1.331847167,-47.09596541,0.284406139,161.511428,1.629934066,4.515467396,0.068431976,267.8558961,0.958037072,1134.605215,14.75483507,-406.8383819,2.450936578,-1133.111416,5.425128533,-58.20233359,0.757381371,1338.89928,8.29045375,-123769.8044,325.8501567,3.885067835,0.245698974,24.49987335,0.296107985,23.52919748,0.21270451,0.726252346,0.017332731
HE0143-0441,28.45150548,1.817633096,-97.88163172,0.525544678,-28.42119416,1.904606153,13.44670148,0.083942173,-143.3291381,1.312790857,157.9055224,5.216532759,-883.297953,4.514961318,-157.7372949,3.226584585,7.286938336,0.241405482,531.022918,11.55486177,-159702.6049,174.8067364,4.370843816,0.066565765,9.98579915,0.025753555,7.326525025,0.06455658,0.391130953,0.006864696
HE0207-1423,152.0798085,1.443047273,47.68350492,0.203926039,-152.0785056,1.698836395,-80.73309698,0.005978851,304.5338242,1.191245747,763.6263203,22.52954058,457.0369492,1.978059455,-763.6197783,6.71254863,-3.160902777,0.093266293,2992.003385,15.23675847,-110109.7614,482.3012957,10.07307478,0.009479347,29.91654018,0.38504882,29.62814642,0.38938971,0.496167794,0.005023421
HE0231-4016,296.1595976,2.25574792,-72.55694212,0.465007288,-294.0533935,2.108958495,87.60915872,0.287360022,-53.37628856,0.875858024,1642.642371,26.36362644,-619.2101566,3.914438095,-1630.960359,7.210033901,-195.5554658,3.189419383,85.37421717,1.689656887,-129159.0184,666.8991552,1.30651781,0.233682196,22.98619801,0.321441434,5.297453794,0.143724716,0.892582484,0.016597163
HE0243-3044,18.30969647,4.188470095,-54.494447,0.960117234,-18.05025563,2.853283964,16.21155893,0.702630819,42.91057115,1.644794563,509.0689236,10.15889357,-531.8082198,9.231071331,-501.8556271,4.443789684,-85.39353857,1.716079804,257.0256855,12.18802479,-163125.8496,183.7952641,1.66424932,0.059337877,10.92029034,0.020308723,5.997497725,0.111885389,0.735553649,0.00792856
HE0302-3417a,-162.3439364,0.970280412,53.44124703,0.428026144,160.8774074,1.380456715,5.546524023,0.13044763,-55.81633302,0.999877738,584.180108,5.764722182,484.0320179,3.88532261,-578.902935,3.364833354,-78.34404464,0.773809921,369.8975086,6.698497138,-157487.3817,173.0246121,1.587268769,0.116005741,12.28319938,0.070902892,8.525679569,0.084347598,0.771212605,0.015028239
HE0324+0152a,106.4680477,0.929757672,-39.85829396,0.097810409,-106.4675811,1.3636345,-88.56413347,0.00275517,-18.15978773,0.840903332,715.468929,1.921244944,-373.0152131,0.895459694,-715.465794,1.96021841,-2.11801655,0.005748193,21.99464054,0.164154622,-168297.774,106.0806072,0.835696594,0.014969529,10.57974082,0.035002709,3.357648146,1.189061636,0.853582277,0.002735878
HE0336+0113,163.177374,0.831226021,104.0529619,0.184507922,-163.1748751,1.289341352,-60.5870889,0.004618704,138.7935491,0.684950099,387.0308638,4.137778231,908.8801748,1.641376042,-387.0249366,2.876682637,-2.141949973,0.02292063,476.7965529,4.886735414,-151038.0941,95.33803655,3.641782537,0.050040248,13.05907344,0.036671298,9.160530548,0.028016269,0.563890765,0.004915379
HE0338-3945,43.91511239,0.819791546,-68.82128444,0.580585698,-43.72395102,1.274888747,12.71550634,0.077278326,-72.67840271,0.853700928,399.3912796,2.406492097,-588.7537633,4.923091633,-397.6527394,2.184323951,-37.22474783,0.247741841,107.7891219,2.473104443,-173447.6599,40.23396967,1.6124575,0.02434431,8.945799303,0.011515609,3.355707121,0.039582565,0.694566706,0.004046909
HE0400-2030,11.92176483,1.281103693,-8.173843395,0.336430465,-11.78973911,1.582963077,-11.31707974,0.190131739,-150.2009931,1.083174613,279.9834205,7.268488154,-85.6618163,3.523573062,-276.8827879,3.770515689,-41.55282555,1.078817897,1275.908282,18.36295702,-155257.3394,155.1005802,3.597144623,0.091631913,11.58469749,0.019608491,11.52585942,0.02648121,0.52617622,0.009484762
HE0401-3835,202.8595858,3.512635632,-51.64955133,0.807357765,-194.0975056,2.536349305,-199.3332827,1.029494474,-165.8282585,2.112225844,1343.402324,32.68870948,-525.776154,8.245311362,-1285.376971,7.740839142,-390.5573321,9.54250073,444.8870648,28.5371046,-130369.5206,439.0777101,1.735667287,0.087513442,22.01189981,0.224872648,17.13719141,0.322922895,0.853806652,0.007575321
HE0414-0343,-66.74539943,0.961330001,-38.12834339,0.252323013,66.58510243,1.383270079,27.77757841,0.066604161,-8.598961733,1.15731644,739.5098213,0.969823873,-404.0376139,2.6598696,-737.7338005,1.38936814,-51.22123539,0.069426816,46.51744801,1.12528972,-164683.7341,67.25402277,0.94224674,0.028807897,11.28726386,0.022244881,4.177063456,0.042501044,0.845911026,0.004536492
HE0420+0123a,-57.05680547,0.893697516,-68.45688476,0.180730509,57.04357544,1.336624938,-34.89920462,0.019250667,104.1380081,0.622743437,367.442469,1.581031878,-616.2990803,1.618758602,-367.3572684,1.777806943,-7.912355921,0.034189185,229.5099009,3.330232298,-168364.603,118.3948267,2.018850501,0.015855191,9.56981638,0.016724075,5.119716873,0.04013558,0.651586273,0.001897576
HE0430-4404,-51.29475231,0.94839722,-67.76335732,0.640508809,50.87452763,1.36596034,-50.06830205,0.122175084,-128.1585881,0.927317694,228.8669656,1.946895717,-583.771951,5.508403443,-226.9920068,1.957124683,-29.2354534,0.258503461,477.2262578,8.967893099,-167388.8263,125.0670555,2.7692817,0.029943371,9.112471275,0.011250378,6.957041197,0.059797493,0.533870887,0.003546149
HE0432-1005a,93.48490953,1.306258437,33.24967679,0.363125603,-92.54118325,1.600011554,90.27149342,0.185185815,-26.86318807,1.458482005,909.143622,3.568242642,385.2927385,4.215611412,-899.965855,2.644458593,-128.854894,0.507358843,56.83173967,0.722860419,-157030.8309,116.2534879,1.112889483,0.016493563,13.05917581,0.031816009,3.650044918,0.061130553,0.842947031,0.002229669
HE0448-4806,49.38841497,0.389880575,-96.03320526,0.716731405,-49.22994523,0.880207504,-48.25521803,0.031257816,7.156245746,0.664984397,330.1285062,3.062958631,-800.6155556,5.973786374,-329.069242,2.467117649,-26.42469355,0.245456824,9.5146046,0.141601088,-175945.2239,61.10755708,2.130714629,0.021079784,8.595725746,0.003437582,0.595941355,0.002435492,0.602722976,0.003232471
HE0450-4705,-230.1141422,0.753004603,-16.40200123,0.767034418,226.718328,1.209088713,-147.1916472,0.12977625,161.4513893,0.734532248,1100.844941,5.491148638,-142.8357908,6.679045745,-1084.599677,3.265074983,-188.4227137,0.942675778,596.5340518,8.126743817,-138684.1914,239.3954715,0.768568859,0.153330031,18.59219944,0.112035837,16.88959867,0.116098934,0.920696228,0.015466248
HE0450-4902,4.146040868,1.188076332,-91.93122586,0.718261786,-4.098160343,1.523675829,3.045574574,0.180044963,-324.1047545,0.945431285,489.0420361,8.88710666,-786.6821914,6.195076776,-483.3943374,4.167365064,-74.10795819,1.360489094,1999.388208,10.67817816,-122800.5688,294.1153056,8.483873396,0.020182913,22.27059204,0.171676197,21.29974827,0.173612116,0.448267468,0.003065913
HE0507-1653,250.0251822,0.921724536,-28.20885952,0.480788232,-248.8078481,1.351126434,-16.35854504,0.091295278,-82.92635471,0.69458005,1394.93532,9.015709937,-264.300723,4.505275028,-1388.143594,4.225670122,-137.4842003,0.89002042,87.58259704,2.072254973,-140147.2717,239.5763179,0.528176905,0.02598802,18.49851267,0.092025257,5.99690155,0.083073764,0.94447785,0.002771417
HE0557-4840,16.13274259,3.687024285,-85.51791658,1.364294511,-12.08376026,2.034018618,10.33011932,2.442861449,-56.15108879,3.75697276,546.7254401,9.337868961,-1191.5245,19.3302268,-409.5087436,3.26301798,-362.2304645,6.204258403,262.9394837,26.86840104,-145226.1073,95.27444824,3.736414142,0.030391972,15.19512866,0.030192106,7.090570025,0.320819427,0.605273594,0.002764103
HE1005-1439,-261.2403936,0.507656309,47.07737442,0.846008037,251.3644526,0.969569409,-12.14731595,0.141256153,-59.16228164,1.231672965,1443.681327,7.811316943,431.1084168,7.756113784,-1389.104348,3.803394563,-393.1982424,2.133469058,42.11329167,0.662032841,-138211.5942,117.3134908,1.025857592,0.03047675,19.17520193,0.047925578,4.719363136,0.068401183,0.898436834,0.002947439
HE1012-1540,209.5685655,0.248215199,-62.8835738,0.861286227,-209.4126483,0.704053982,-10.83420678,0.010151775,55.97170276,0.603009263,834.6604649,3.833982806,-515.7722143,7.064301083,-834.039485,2.76704903,-32.1905093,0.148477059,30.63991873,0.84818467,-157642.4289,31.79964885,1.146626278,0.020050403,12.89480847,0.012425564,1.83550382,0.034388076,0.836681403,0.002744574
HE1046-1352,-110.796176,0.568444206,-82.00175302,0.954868092,106.5962352,1.025837213,34.88895135,0.155499124,-22.78956111,1.154085885,490.9261353,2.618187557,-716.270762,8.34670572,-472.3166418,2.201622416,-133.8859856,0.716048857,55.87602673,0.077755098,-167090.7095,137.7328486,1.932224929,0.021554824,10.32090776,0.01756404,3.074064465,0.013020891,0.68462321,0.002531693
HE1111-3026,189.5699876,1.467252921,-79.99865041,0.889177255,-147.7746521,1.335710443,188.3830466,0.919835596,-51.779575,2.361354716,573.329535,5.122391231,-736.8126405,8.202592307,-446.9250308,2.496786977,-359.1166254,3.210588949,447.9274448,19.86465121,-149459.376,347.2283808,2.517574508,0.116388576,14.2324637,0.067717527,9.751895628,0.26021428,0.699459284,0.012254855
HE1116-0634,-0.13444471,0.562603114,-159.6715196,1.035709706,0.130677199,1.031032048,0.070238802,0.132253884,80.37199122,1.191550809,62.51182099,2.579391318,-1356.690727,8.797069029,-60.76006772,2.207647973,-14.69496142,0.606383997,197.4003649,3.656997295,-161303.343,191.6788291,5.51655489,0.059899128,8.964445753,0.004990762,3.762077601,0.03950724,0.2381184,0.00523249
HE1124-2335,54.36446963,0.701216902,-41.40052961,1.059244454,-50.63286004,1.102961571,28.86960017,0.255449179,21.97104429,1.166598375,533.297992,4.972419961,-339.2813063,8.679033955,-496.6921001,2.937255948,-194.1744018,1.812299511,67.46390017,0.452872644,-176847.544,17.83220331,1.140984553,0.020802573,8.761696339,0.00609234,2.805383136,0.02360584,0.769566339,0.003848639
HE1135-0344,45.74080032,0.773899075,-147.9550217,1.529859307,-45.13726855,1.227695173,13.52462618,0.12716214,-275.6498839,1.330931367,287.6674214,7.879447079,-1215.623329,12.54143681,-283.8717635,3.917432392,-46.57626138,1.283021013,1378.591598,15.58099165,-130009.8697,315.8163059,8.396977501,0.003910185,18.31600687,0.163644047,16.02277639,0.170356403,0.371295076,0.003860476
HE1148-0037,134.3441459,0.236111763,84.99817142,0.749728499,-133.8506418,0.684661043,-23.41286854,0.020898945,-240.6955226,0.868281528,209.3702791,2.736346064,689.596919,6.082869115,-208.6011717,2.330785139,-17.92944146,0.234471979,1408.730547,9.436293912,-140603.8672,212.0614648,6.787435031,0.017622226,14.59435518,0.076944943,13.68068913,0.080755408,0.365114587,0.001451888
HE1152-0355,105.6788542,1.507489731,-8.167091792,1.58750223,-95.87216355,1.57525888,-100.5407678,0.634413621,347.5934616,1.607700108,1983.872495,21.84610824,-69.00503998,13.41266957,-1799.774892,5.998404797,-834.6018781,9.195928431,2291.318025,12.64075534,-103321.2567,443.6469111,5.478989854,0.058025997,38.44060234,0.383583862,38.40174576,0.384336314,0.750496539,0.001507471
HE1159-0525,-10.93469983,1.559343523,73.77492951,1.735388359,9.914679997,1.601245101,10.91963514,0.657639244,-109.9416693,1.510382675,295.2772337,10.82134631,604.7350053,14.22182213,-267.7329354,4.218275683,-124.5299826,4.564095886,515.9246027,11.42555749,-162204.1064,246.1947776,2.888784237,0.105564694,10.26932121,0.012980484,8.031882124,0.048784156,0.5610102,0.012598267
HE1217-0540,-12.91922276,0.182302328,-60.01659329,0.586406016,12.90374081,0.603101417,-4.141535948,0.008927054,71.80408081,0.853187645,382.2594467,1.356553495,-480.037054,4.690389475,-381.8013601,1.645177341,-18.70844547,0.066961579,87.06667856,2.367040188,-179473.8726,39.29605345,1.299040093,0.017619749,8.042113247,0.035548581,3.235665941,0.02613022,0.721868526,0.003481785
HE1221-1948,-180.8110667,1.196877164,-197.5530677,1.28758721,175.2152949,1.49976352,64.92352246,0.330107098,-7.143003271,1.513067733,410.8602748,5.255156477,-1486.104842,9.726871649,-398.1449009,3.142785336,-101.4232915,1.339710934,85.84166467,1.688073708,-148222.0144,409.6476323,4.063783658,0.024026912,14.04816659,0.133790849,2.643992183,0.090431011,0.551240886,0.003342819
HE1245-0215,159.4644077,0.942350606,-228.6532204,1.893050176,-158.017571,1.360418232,-100.6469979,0.143029823,-91.86360376,1.192723489,311.9826143,3.444790247,-1730.900907,14.32724699,-309.1519645,2.601045964,-41.93086321,0.480894305,315.262068,5.336016845,-140061.969,304.4344068,6.185110173,0.033567735,15.48326799,0.103077704,7.47264545,0.075969011,0.429107728,0.001446344
HE1249-3121,-96.17655713,0.591568385,37.55287321,0.868664788,94.01336268,1.063257905,14.01465087,0.125110436,-14.82238013,0.77004769,533.0050384,3.369228759,273.557622,6.32734687,-521.0167371,2.53749284,-112.4096427,0.712450312,28.26032783,0.049162128,-182231.1373,51.89087277,0.645905598,0.035634815,8.172121668,0.056594381,3.591234484,0.046367654,0.853494667,0.008216014
HE1300+0157,3.100950486,0.372107428,-175.3524078,0.800730132,-3.089957106,0.859620545,1.691036247,0.031305477,71.150922,0.942762529,36.13588866,1.309236755,-1335.968892,6.09842995,-36.00778099,1.612433131,-3.040091292,0.110156713,129.2739182,2.034189676,-165923.5887,147.2893812,5.430970869,0.040575998,7.934690471,0.001217201,2.689041271,0.024824233,0.187335654,0.003640015
HE1300-0641,-195.5563325,1.029631964,-270.9357387,1.544638333,186.4898656,1.3685178,134.5485735,0.311420563,88.32090389,1.139012029,746.9730077,24.00397875,-1847.255271,10.54397534,-712.3415234,6.607648178,-224.8070571,7.225144617,684.1610997,5.599134863,-121582.4497,654.25596,6.941005449,0.01184431,24.09914419,0.389734701,15.95658733,0.273714887,0.552706678,0.005123118
HE1300-2201,4.303409251,0.471076385,-309.5053012,1.007706565,-4.275924442,0.964446358,-4.296066576,0.05318037,3.375442898,0.667604568,195.1475024,5.779399243,-2333.594292,7.640359331,-193.9011436,3.378120034,-22.02018899,0.656271595,25.10454592,0.154506234,-138522.1025,311.863206,7.555874319,0.004769007,15.06150095,0.133623706,1.715877526,0.016372353,0.331828955,0.003971446
HE1305+0007,173.3649822,0.646437429,9.596750659,1.334501246,-169.9248545,1.114489622,-29.66730451,0.129363607,215.455061,0.937388899,1017.71227,4.442095252,67.29349079,9.357781413,-997.5175338,2.921566422,-201.7350339,0.886677065,674.48833,14.7101964,-143041.1884,156.3032179,0.662876559,0.213954808,16.89210344,0.128951209,16.49772072,0.085168937,0.92467446,0.023348444
HE1305-0331,52.69815689,1.148316796,-94.78298772,2.476677399,-52.07548409,1.497563815,-26.87711704,0.177869787,-80.12313412,1.250986303,187.650023,5.884905284,-686.6994172,17.96934624,-185.4327811,3.390209108,-28.7611938,0.906613244,258.8138667,6.618851525,-174942.5835,155.877607,2.651830838,0.063060781,7.832161789,0.007653577,4.475666671,0.083491351,0.494169764,0.009169842
